AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
Combining category learning with machine vision models to test aesthetic valuation,2025-09-01,2028-08-31,443888.0,35
Collaborative Research: Frameworks: Building the PySCF Software Infrastructure for Next-Generation Electronic Structure Simulations,2025-09-01,2030-08-31,680000.0,59
"Collaborative Research: RUI:The role of Polo Kinases in maintaining chiral asymmetry in the ciliate, Tetrahymena thermophila.",2025-09-01,2029-08-31,682000.0,47
Collaborative Research: ECLIPSE-PFAS: Interfacial Plasma-Liquid Transport and Reactivity with Surfactant Molecules for Efficient PFAS Removal,2025-09-01,2028-08-31,374832.0,35
Biophysical Studies of Bifunctional Peptidylglycine alpha-Amidating Monooxygenase.,2025-09-01,2028-08-31,689250.0,35
Collaborative Research: NSF-BSF: A Multiwavelength View of Extreme Accretion onto Supermassive Black Holes,2025-09-01,2028-08-31,399552.0,35
Collaborative Research: Planning: Shaping the Future of Research Project Management: A Survey on Practice and Needs,2025-09-01,2027-02-28,43322.0,17
Mapping plant trade as a driver of biological invasions,2025-09-01,2028-08-31,499160.0,35
Expanding Competency-Based Education (CBE) in Advanced Manufacturing,2025-09-01,2028-08-31,454931.0,35
Searching for New Physics in the Laboratory and in the Cosmos,2025-09-01,2028-08-31,225000.0,35
Recoiling Supermassive Black Holes in Our Backyard,2025-09-01,2028-08-31,569786.0,35
Collaborative Research: CPS: Medium: Calfhealth: An Explainable AI Framework for the Early Detection of Pneumonia in Dairy Calves through Precision Technologies,2025-09-01,2028-08-31,158641.0,35
Integrable and Non-Integrable Wave Models under the Effect of Nonzero Boundary Conditions,2025-09-01,2028-08-31,236282.0,35
"Collaborative Research: Stratigraphy and geochronology of the Paleogene Naran Bulak and Gashato formations, Mongolia, a new geological framework for key Asian fossil mammals",2025-09-01,2028-08-31,282421.0,35
Discrete subgroups of Lie groups and geometric structures on manifolds,2025-09-01,2027-08-31,111427.0,23
Taming the Differences: Exploring Paradigm Shifts in the Construction of Difference Sets,2025-09-01,2028-08-31,203650.0,35
Collaborative Research: The Condor Array Telescope Survey of the Sky,2025-09-01,2028-08-31,387470.0,35
"Collaborative Research: Stratigraphy and geochronology of the Paleogene Naran Bulak and Gashato formations, Mongolia, a new geological framework for key Asian fossil mammals",2025-09-01,2028-08-31,143055.0,35
LEAPS-MPS: Exploring the Role of Urinary Host N-Glycans as a Nutrient Source for Bladder Bacteria Metabolism,2025-09-01,2027-08-31,249263.0,23
Travel: NSF Student Travel Grant for 2025 IEEE Global Communications Conference (IEEE GLOBECOM 2025),2025-09-01,2026-08-31,20910.0,11
REU Site: Engineering for Healthcare,2025-09-01,2028-08-31,447445.0,35
Collaborative Research: Advancing Human-Robot Synergy in Dynamic Environmental Conditions Through Bi-directional Adaptive Feedback Systems,2025-09-01,2028-08-31,192286.0,35
Collaborative Research: Unraveling the Evolving Dynamics of Star Clusters Using Milky Way-like Galaxy Simulations,2025-09-01,2028-08-31,509959.0,35
Collaborative Research: How AI Labor Research Influences Stakeholder Beliefs and Regulatory Preferences,2025-09-01,2027-08-31,100000.0,23
CAREER: Integration and Tailoring of Thermal Energy Sources to Enable Defect-Free High Deposition Rate Metal Additive Manufacturing,2025-09-01,2030-08-31,570160.0,59
Graduate Research Fellowship Program (GRFP),2025-09-01,2030-08-31,53000.0,59
Conference: Language and thought in minds and machines,2025-09-01,2027-02-28,43143.0,17
Collaborative Research: Near Field Population Synthesis,2025-09-01,2028-08-31,423155.0,35
Structure and Divergent Mechanisms of Heme oxygenase-like dimetal oxidases/oxygenases,2025-09-01,2028-08-31,645000.0,35
Investigating the role of perceptual uncertainty in behavioral error,2025-09-01,2028-08-31,259552.0,35
The Measurement and Production of Quality in Long-Term Care Facilities in the US,2025-09-01,2028-08-31,557504.0,35
Cytoskeletal regulation of single cell migration in complex environments,2025-09-01,2028-08-31,1132274.0,35
ERI: Experimental Study of Grain-scale Mechanics in Bonded Sands,2025-09-01,2027-08-31,199638.0,23
Small Multi-GNSS Data Collection Array for Ionosphere and Space Weather Monitoring,2025-09-01,2030-08-31,1254587.0,59
Postdoctoral Fellowship: MSPRF: Statistical and Algorithmic Thresholds in Spin Glasses,2025-09-01,2029-08-31,190000.0,47
Collaborative Research: Strong and Weak Vibrational Coupling and Energy Dissipation for Metal Nanostructures,2025-09-01,2028-08-31,467769.0,35
Doctoral Dissertation Research: The Role of Cortisol and Inflammation in Dysregulated Stress Responses,2025-09-01,2026-10-31,26816.0,13
Collaborative Research: Unraveling the Evolving Dynamics of Star Clusters Using Milky Way-like Galaxy Simulations,2025-09-01,2028-08-31,241527.0,35
Novel Hyperpolarization Approaches for Magnetic Resonance Applications,2025-09-01,2029-08-31,935000.0,47
"REU Site: Enhancing Knowledge Integration Through Undergraduate Research - Particle-based Functional Material for Energy, Sustainability, and Biomedicine",2025-09-01,2028-08-31,465000.0,35
MCA: Identification of host-encoded RNA binding proteins that promote P-element transposition,2025-09-01,2028-08-31,332385.0,35
"CAREER: Few-Body Processes Including Ions, Atoms and Molecules: From Plasma Physics to Cold Chemistry",2025-09-01,2030-08-31,400385.0,59
SBIR Fast-Track: Direct Electrochemical Generation of Caustic Peroxide in a Porous Solid Electrolyte Reactor for Onsite Applications,2025-09-01,2028-08-31,1555000.0,35
Collaborative Research: Data Intensive Education Research and Artificial Intelligence,2025-09-01,2028-08-31,127587.0,35
Graduate Research Fellowship Program (GRFP),2025-09-01,2030-08-31,53000.0,59
"REU Site: Use-Inspired Research and Entrepreneurship For Health, Energy, and the Environment",2025-09-01,2028-08-31,364263.0,35
BRC-BIO Chronic wasting disease (CWD) in Southwest Montana: Investigating mechanisms of environmental transmission for CWD control.,2025-09-01,2028-08-31,350721.0,35
PRIMES: Recurrent Flows and Harmonic Functions on Infinite Riemann Surfaces,2025-09-01,2027-08-31,400000.0,23
RUI: Charge Transfer Triplet States in Hypervalent Phosphorus(V) and Antimony(V) Porphyrins,2025-09-01,2028-08-31,346854.0,35
"Branching processes, partial differential equations and applications to knowledge diffusion",2025-09-01,2028-08-31,300000.0,35
Effective Computational Methods for Training of Neural Networks via Exploration-Exploitation-Determination Framework,2025-09-01,2028-08-31,307266.0,35
Development of In-Situ Mass Spectrometric Method for Detecting Short-Lived PFAS Degradation Intermediates,2025-09-01,2028-08-31,386199.0,35
Postdoctoral Fellowship: SPRF: Characterizing Links Between Childhood Environment and Cortical Neuroplasticity Across Adolescence,2025-09-01,2027-08-31,160000.0,23
Doctoral Dissertation Research: Social network analysis of species interactions,2025-09-01,2027-08-31,25906.0,23
"Collaborative Research: Citizen CATE Next-Generation 2024 Total Solar Eclipse Experiment, Phase 3",2025-09-01,2027-08-31,135294.0,23
High-Resolution Laser Spectroscopy of Astronomically Important Magnesium-bearing Organic Free Radicals,2025-09-01,2028-08-31,499551.0,35
"Tensor categories, quantized algebras, and the analytic Langlands correspondence",2025-09-01,2027-08-31,267000.0,23
LEAPS-MPS: Revealing Binary Evolution Pathways with Rubin Observatory and Gaia,2025-09-01,2027-08-31,241496.0,23
Postdoctoral Fellowship: MPS-Ascend: The Buddy System: Utilizing Host Star Data to Inform Substellar Physics,2025-09-01,2028-08-31,300000.0,35
Collaborative Research: CyberTraining Implementation Medium: Broadening Adoption of Cyberinfrastructure and Geospatial Artificial Intelligence for Disaster Management,2025-09-01,2029-08-31,226901.0,47
Collaborative Research: Galaxy Groups in Focus: Bridging Galaxy Formation and Cosmology,2025-09-01,2028-08-31,346321.0,35
Collaborative Research: Quantifying the genetic basis of the cyanobacterial environmental niche to improve bloom forecasting,2025-09-01,2028-08-31,134761.0,35
"Collaborative Research: Stratigraphy and geochronology of the Paleogene Naran Bulak and Gashato formations, Mongolia, a new geological framework for key Asian fossil mammals",2025-09-01,2028-08-31,95735.0,35
Collaborative Research: GCR: Growing Restorative Agroenergy Landscapes,2025-09-01,2030-08-31,99844.0,59
"Collaborative Research: The Student Debt Crisis, STEM Education, and Post-Graduation Outcomes: Evidence from a Multi-Modal Study",2025-09-01,2029-08-31,162534.0,47
Small matrix path integral methods for quantum dynamics,2025-09-01,2028-08-31,600000.0,35
"Equipment: MRI Track 1: Acquisition of an Ion Chromatograph for Environmental Research, Student Training, and Community Engagement",2025-09-01,2028-08-31,115508.0,35
REU Site: Launching Aerospaces Undergraduates into the Next Chapter Space Technology (LAUNCH-SPACE),2025-09-01,2028-08-31,558000.0,35
Postdoctoral Fellowship: EAR-PF: Reactive transport in fractured networks: a bipartite graph approach for rapid and accurate prediction,2025-09-01,2027-08-31,395218.0,23
Chemical Abundances of Halo Stars in the Sloan Digital Sky Survey V,2025-09-01,2028-08-31,532327.0,35
"RUI: Understanding the cores of horizontal branch stars via MESA, Gaia, and asteroseismology",2025-09-01,2028-08-31,714580.0,35
Collaborative Research: Design and Development of Integer Games to Reduce Barriers to Algebra,2025-09-01,2029-02-28,343330.0,41
CAREER: Atomic-scale Josephson Spectroscopic Imaging of Unconventional and Non-reciprocal Superconductivity,2025-09-01,2030-08-31,718755.0,59
Collaborative Research: eMB: A deep learning-enhanced multiphysics and multiscale framework for mechanistic modeling of erythrophagocytosis,2025-09-01,2028-08-31,100000.0,35
Collaborative Research: Multimodal Immersive Training to Develop Expertise in Spatial-Temporal Reasoning for Fire Investigations,2025-09-01,2028-08-31,189881.0,35
Collaborative Research: NSF R2I2: Building Resilience Along Permafrost River Corridors in Alaska,2025-09-01,2027-08-31,25473.0,23
"Postdoctoral Fellowship: OCE-PRF: Climate change impacts on cycling of reactive oxygen species and interactions between phytoplankton and ""helper"" bacteria",2025-09-01,2027-08-31,329635.0,23
Collaborative Research: Chemotaxis-Driven Neuromorphic Amoeboid Hydrogel Microrobot (GEL-Bot),2025-09-01,2028-08-31,376661.0,35
Collaborative Research: RI: Small: Unified Models for Sound Quality Assessment,2025-09-01,2028-08-31,300000.0,35
Shedding light on dark matter: Probing the cusp/core problem with the Milky Way's tidal streams,2025-09-01,2028-08-31,552880.0,35
Postdoctoral Fellowship: SPRF: The Role of White Matter in Learning and Retention of Knowledge Across Academic Interruptions,2025-09-01,2027-08-31,160000.0,23
Equipment: UW NSF Shipboard Scientific Support Equipment 2025,2025-09-01,2027-08-31,504039.0,23
Electromagnetic Probes for Precise Imaging of Hadrons,2025-09-01,2026-08-31,100000.0,11
NSF-BSF: How novel social interactions affect the aging brain,2025-09-01,2028-08-31,698115.0,35
Towards a Rigorous Framework for Timelike Liouville Theory,2025-09-01,2026-08-31,150000.0,11
"Nonlinear Geometric Flows: Singularity analysis, ancient solutions and regularity",2025-09-01,2028-08-31,199056.0,35
LEAPS-MPS: Study of the Electroweak Mechanism through a Search for Beyond the Standard Model Higgs Bosons,2025-09-01,2027-08-31,249858.0,23
"Bridging Expertise: Translation and Diffusion of Knowledge, Resources, and Practices in STEM Education",2025-09-01,2028-08-31,377795.0,35
"IUCRC Phase I Duke University: Center for Innovation in Risk, Catastrophes, and Decisions (CIRCAD)",2025-09-01,2030-08-31,1000000.0,59
Collaborative Research: CISE Core Small: AF: Sheaf Laplacian on Hypergraphs: From Theory to Applications,2025-09-01,2027-08-31,112158.0,23
"Silicon Nanocrystal-radical Systems for Photo Excited, Spin-polarized Triplet- quartet/ Doublet states",2025-09-01,2028-08-31,600000.0,35
"EAGER: Partnering to Connect Classrooms with Quantum Information Science, Engineering, and Technology",2025-09-01,2027-08-31,300000.0,23
"Development of a Nanopore Scanner and Elucidation of Molecular Design Principles for Nanopore Conductance, Transport and Sensing Optimization",2025-09-01,2028-08-31,464964.0,35
Collaborative Research: NSF-SNSF: Tail-robust Analysis of High-dimensional Nonstationary Time Series,2025-09-01,2028-08-31,175000.0,35
Collaborative Research: Using Nonlinear Light Scattering to Unravel the Chemical Effects in Surface Enhanced Spectroscopy,2025-09-01,2028-08-31,271435.0,35
Neutrino Physics at the University of Chicago,2025-09-01,2026-08-31,235000.0,11
Summer Institute in Statistical Genetics at Georgia Tech,2025-09-01,2030-08-31,853155.0,59
Collaborative Research: Reconstructing Ocean Sedimentation Rate Variability to Improve Age Estimates for Paleoclimate Data,2025-09-01,2027-08-31,185618.0,23
Problems in Complex Geometry and Partial Differential Equations,2025-09-01,2027-08-31,99994.0,23
"Modeling, analysis and simulation of capillary-scale active matter: from individual to collective dynamics",2025-09-01,2028-08-31,183000.0,35
BSM-PM: Fundamental Studies in Nuclear Physics,2025-09-01,2026-08-31,235000.0,11
"Geometry, Analysis and Variational Methods",2025-09-01,2028-08-31,199999.0,35
A Dynamical Theory of Floquet Materials,2025-09-01,2027-08-31,182956.0,23
Study of Potential Singularities in the Navier-Stokes Equations,2025-09-01,2027-08-31,300000.0,23
Spatially quasi-periodic water waves,2025-09-01,2028-08-31,149997.0,35
Dynamics of cylindrical singularities in geometric flows and ancient solutions,2025-09-01,2027-08-31,100000.0,23
"Waves, Quantum Materials, Metamaterials, and Applications",2025-09-01,2027-08-31,275000.0,23
Building Robust Mechatronics Pathways,2025-09-01,2028-08-31,944372.0,35
CAREER: Developing Electrode Interfaces for Bioelectrochemical Synthesis,2025-09-01,2030-08-31,550000.0,59
Collaborative Research: MFS-SPEED: AI-Driven Design of Architecturally Varied and Deconstructable Polymers for a Comprehensive Circular Plastics Economy,2025-09-01,2028-08-31,804308.0,35
Collaborative Research: Transformative studies of cometary volatiles in the era of modern near-infrared spectrographs,2025-09-01,2029-08-31,330562.0,47
"Collaborative Research: The causes and consequences of adaptive radiation in animal communication, from individuals to communities",2025-09-01,2029-08-31,557547.0,47
Collaborative Research: CISE Crosscutting Small: SaTC: SAGE: Secure Accelerators for Next-Generation Foundation Models,2025-09-01,2028-08-31,325000.0,35
Bidirectional Consensus-Seeking Human-Automation Interactions in Traffic Environments,2025-09-01,2028-08-31,700000.0,35
CAREER: Physics-Informed Deep Learning for Ice Dynamics,2025-09-01,2030-08-31,738807.0,59
ECLIPSE-CHIPS: Plasma-Produced Materials to Investigate Laser-Produced Plasmas for Microelectronics Manufacturing,2025-09-01,2028-08-31,532000.0,35
Collaborative Research: Understanding the impact of network morphology on ion transport in hydrated polymeric membranes,2025-09-01,2028-08-31,345625.0,35
Collaborative Research: eMB: Multiscale Flagellar Dynamics in Complex Biological Fluids,2025-09-01,2028-08-31,100000.0,35
Structures in Nematic Liquid Crystals,2025-09-01,2028-08-31,300000.0,35
CAS: Accessing Functional Materials via Polymer Electroediting,2025-09-01,2028-08-31,380053.0,35
MRI Track 1: Acquisition of an Ultra-Performance liquid chromatograph Orbitrap mass spectrometer for the Environmental Geochemistry Core Facility at Brown University,2025-09-01,2028-08-31,857028.0,35
Collaborative Research: Mechanisms of moisture-driven ice growth: a warm Miocene data-model comparison,2025-09-01,2028-08-31,370228.0,35
DMREF: Autonomous Closed-Loop Discovery of Molecular Design Rules for Chiral Electronics,2025-09-01,2029-08-31,2000000.0,47
Collaborative Research: Scaling Up AI Education for Rural Upper Elementary Students with Immersive Problem-Based Learning,2025-09-01,2029-08-31,830209.0,47
IRES: Addressing Critical Challenges of Anaerobic Digestion Biotechnology,2025-09-01,2030-08-31,450000.0,59
Bimacrocyclic Ligands for Selective Catalytic Reactions,2025-09-01,2027-08-31,249982.0,23
LEAPS-MPS: Understanding Clusteroluminescent Prenylated Deep Eutectic Solvents,2025-09-01,2026-11-30,182922.0,14
NRT: Accelerating Transdisciplinary Training of an Oklahoma Workforce for the Artificial Intelligence and Quantum Revolution,2025-09-01,2030-08-31,2999630.0,59
Collaborative Research: The Drivers of Regionally Coherent Meridional Variability Across the Australian and Asian Monsoons Over the Common Era,2025-09-01,2028-08-31,214790.0,35
"Collaborative Research: Shifting Snow, Changing Flow--Quantifying Warming-Induced Seasonal Streamflow Changes in the Snow-Fed Columbia River over the Past 500 Years",2025-09-01,2027-08-31,248117.0,23
FRR: Learning Object-Centric Representations from Human Demonstrations for Robot Manipulation,2025-09-01,2028-08-31,399158.0,35
Conference: Supporting the Society for the Advancement of Biology Education Research Annual Meeting to Increase Two-Year College Faculty Participation,2025-09-01,2026-08-31,49998.0,11
Conference: Pacific Northwest blue economy workforce development conference and academic needs assessment,2025-09-01,2026-08-31,97907.0,11
Mathematical Analysis of Identification of Nonlinear Systems,2025-09-01,2028-08-31,149999.0,35
Conference: A trainee-centered meeting to support RNA science in the upper Midwest,2025-09-01,2026-08-31,17500.0,11
Collaborative Research: Theory and Synthesis of Strained Cyclic Photoswitches Towards Controlling Isomerization and Cycloadditions,2025-09-01,2028-08-31,260096.0,35
RUI: Analyzing the interactions and functional conservation of orphan genes required for mature sperm function in Drosophila,2025-09-01,2028-08-31,722198.0,35
"CAREER: Automated, Quality, and Trustworthy Scientific Information Extraction from Massive Text Data",2025-09-01,2030-08-31,400000.0,59
Collaborative Research: Male-male competition and speciation: behavioral and neuromolecular mechanisms underlying aggression biases in cichlids,2025-09-01,2030-08-31,480454.0,59
Umpolung Methods with Electron Rich Aromatic Systems: Amine-Derived Reactive Intermediates in Synthesis,2025-09-01,2028-08-31,450000.0,35
Collaborative Research: RUI: Silty streams and diluted seas in the Late Devonian Appalachian Basin: Probing the effects of early icehouse extremes on vertebrate paleogeobiology,2025-09-01,2028-08-31,82553.0,35
Southwest Conference on Arithmetic Geometry,2025-09-01,2026-08-31,150000.0,11
A Cross Field Analysis of Embedded Social Science Research,2025-09-01,2027-08-31,399917.0,23
"PurSUiT: Life-history patterns, systematics, and biogeography of widespread but cryptic Patescibacteria",2025-09-01,2028-08-31,746577.0,35
Understanding the Impact of Professional Learning Programs on Teacher Decision Making and Practice,2025-09-01,2028-08-31,502000.0,35
Several Fundamental Problems in Hyperbolic Balance Laws,2025-09-01,2028-08-31,199999.0,35
SBIR Phase II: Physics-Guided AI Platform for Accelerating Extreme Ultraviolet (EUV) Mask Design,2025-09-01,2027-08-31,1168940.0,23
BIO-AI: RESEARCH-PGR: Harnessing Multi-Omics and AI/ML to Unveil Nutrient Recycling Mechanisms in Maize Senescence,2025-09-01,2029-08-31,2400000.0,47
"Collaborative Research: Bones and Burrowing: Mechanoadaptation in phylogeny, ontogeny and ecology of Peromyscus",2025-09-01,2028-08-31,509000.0,35
Using optogenetics to characterize signal propagation and control within gene regulatory networks,2025-09-01,2028-08-31,885642.0,35
LHCb Operations and Computing,2025-09-01,2027-08-31,1500000.0,23
"Collaborative Research: Generalized Fiducial Inference in Complex Systems: Causal Inference, Networks, and Normalizing Flows",2025-09-01,2028-08-31,125000.0,35
Molecular-Level Insight to Charge Carrier-trapping Defects on Semiconductor Nanocrystal Surfaces,2025-09-01,2028-08-31,660000.0,35
Collaborative Research: eMB: Weak Form Scientific Machine Learning of Mechanisms in Disease Ecology,2025-09-01,2028-08-31,160000.0,35
Collaborative Research: CPS: Medium: Calfhealth: An Explainable AI Framework for the Early Detection of Pneumonia in Dairy Calves through Precision Technologies,2025-09-01,2028-08-31,941359.0,35
Collaborative Research: Planning: Shaping the Future of Research Project Management: A Survey on Practice and Needs,2025-09-01,2027-02-28,30482.0,17
Extracting Gravitational Wave Signals from Non-Gaussian and Non-Stationary Noise,2025-09-01,2028-08-31,360000.0,35
High-Resolution Transcranial Ultrasound Neuromodulation at Large Scale,2025-09-01,2026-05-31,285380.0,8
"GOALI: Exploring New Routes to Electric, Magnetic, and Electromagnetic Nanoscale Sensing via Virtual Atoms in Solids",2025-09-01,2028-08-31,499386.0,35
Collaborative Research: A Panchromatic View of Normal Galaxies in the Early Universe,2025-09-01,2026-09-30,99024.0,12
Novel Synthetic Platforms for the Modifications of Nucleosides,2025-09-01,2028-08-31,600000.0,35
Graduate Research Fellowship Program (GRFP),2025-09-01,2030-08-31,53000.0,59
REU Site: Solar and Space Physics with the Boulder Solar Alliance,2025-09-01,2028-08-31,1047690.0,35
Collaborative Research: Advancing knowledge of Arctic land-ocean dynamics through the Arctic Great Rivers Observatory (ArcticGRO),2025-09-01,2028-08-31,234658.0,35
Windows on the Universe: Nuclear Astrophysics at FRIB,2025-09-01,2026-08-31,1300000.0,11
Collaborative Research: Advancing knowledge of Arctic land-ocean dynamics through the Arctic Great Rivers Observatory (ArcticGRO),2025-09-01,2028-08-31,111365.0,35
Tracing the circumgalactic gas flows around quasars in emission and absorption at intermediate redshift,2025-09-01,2028-08-31,397071.0,35
Collaborative Research: EPIIC: Building Relationships in Innovation and Development for Growth in Emerging Technologies (BRIDGE-TECH),2025-09-01,2028-08-31,400000.0,35
Conference: Actions on graphs and metric spaces,2025-09-01,2026-08-31,19961.0,11
Collaborative Research: Assessing Past and Future Colorado River Droughts in the Context of a Holocene Wetting Trend,2025-09-01,2028-08-31,57101.0,35
Embedding computational thinking into school-wide curriculum: leveraging professional learning communities at a pre-K to 5th grade school,2025-09-01,2027-08-31,269401.0,23
Job Ladders in the STEM Skilled Technical Workforce,2025-09-01,2028-08-31,861945.0,35
"Advancing topology and group theory: division rings, L2-invariants and Dehn filling",2025-09-01,2028-08-31,205118.0,35
AI acceptance in rural coastal communities,2025-09-01,2028-08-31,189936.0,35
Spatially Mapping Electronic Structures of Atomically Precise Copper Nanoclusters Using Advanced Crystallography,2025-09-01,2028-08-31,388983.0,35
BIO-AI: Designing plant rhizobacteria communities for sustainable agriculture,2025-09-01,2028-08-31,944832.0,35
Molecular interactions required for targeting mRNA to nonsense-mediated decay.,2025-09-01,2028-08-31,1014796.0,35
Mind the Gap: Fluid Flow Along the Ice-Bed Interface,2025-09-01,2028-08-31,780179.0,35
"MRI: Track 1 Acquisition of an Isotope Ratio Mass Spectrometer for Ecology, Paleolimnology, and Biogeochemical Research at the Large Lakes Observatory",2025-09-01,2028-08-31,656775.0,35
CAREER: Bridging the Gap: AI-Driven Antarctic Basal Temperature Mapping for Advancing Ice Sheet Modeling and Polar Education,2025-09-01,2030-08-31,770209.0,59
IRES: HERITOR Project: Research Partnership to Preserve Marine Ecosystems,2025-09-01,2028-08-31,450000.0,35
Collaborative Research: A New Model of AGN Accretion Disks Dominated by Strong Magnetic Fields,2025-09-01,2028-08-31,340178.0,35
Collaborative Research: Connecting galaxies to halos with the Marvelous Merian Dwarfs,2025-09-01,2028-08-31,118776.0,35
Collaborative Research: Advancing coupled models of the Antarctic for constraining sea ice variability,2025-09-01,2028-08-31,749828.0,35
Collaborative Research: Planning: CROSS: Building a Community aROund Securing the Research Software Supply Chain,2025-09-01,2027-08-31,44891.0,23
CAREER: Advancing the Chemical Understanding of Reactive Sulfur Species Through Photoactivated Donors and Computational Tools,2025-09-01,2030-08-31,785000.0,59
The Minnesota-New Mexico Partnership in Astrophysics,2025-09-01,2029-08-31,741344.0,47
NQVL:QTSD:Design: Quantum Advantage Class Trapped Ions system (QACTI),2025-09-01,2027-08-31,2750000.0,23
Mapping the Development of K-12 STEM Education Research Over Time,2025-09-01,2028-02-29,749775.0,29
Modulating Kinetic Reactivity of Organic Molecules - A Focus on Dynamic Control,2025-09-01,2028-08-31,600000.0,35
Collaborative Research: CDS&E: Array-Variate Models for Longitudinal Data: Scalable Mixed and Autoregressive Approaches,2025-09-01,2028-08-31,90000.0,35
Collaborative Research: The mathematics of animal migration,2025-09-01,2028-08-31,326841.0,35
CAREER: On the Brink of Aposematism -- Intermediate States on the Evolution of Alkaloid Sequestration and Color Production Mechanisms in Dendrobatid Frogs,2025-09-01,2030-08-31,859537.0,59
Collaborative Research: CISE Core Small: AF: Sheaf Laplacian on Hypergraphs: From Theory to Applications,2025-09-01,2027-08-31,149644.0,23
Locomotion Dynamics in Yield Stress Fluids,2025-09-01,2028-08-31,500000.0,35
Development of Immobilized Chiral Bronsted Acids and Their Exploration in Asymmetric Catalysis,2025-09-01,2027-08-31,350000.0,23
Collaborative Research: CAIG Deep learning for Deep Chlorophyll Maxima: Predicting vertical distributions of biogeochemical and physical properties,2025-09-01,2028-08-31,374799.0,35
STEM Education Research Capacity Building Individual Investigator Development,2025-09-01,2028-08-31,349999.0,35
Hydrazine-Catalyzed Ring-Opening Metathesis Polymerization,2025-09-01,2028-08-31,800000.0,35
DNA-TEMPLATED SUPRAMOLECULAR SYNTHESIS OF WIREFRAME POLYMERS,2025-09-01,2026-07-31,87147.0,10
Acclimation and Adaptation in Soil Microbes After 23 years of Warming,2025-09-01,2028-08-31,644646.0,35
Conference: NEAM 2025 - The Northeastern Analysis Meeting,2025-09-01,2026-08-31,25000.0,11
NSF R2I2: Assessing and Accelerating Living Shoreline in the US Gulf Coast for Resilience and Habitat Restoration,2025-09-01,2027-08-31,500000.0,23
Collaborative Research: Unveiling the Composition of Earth-sized Planets with the Keck Planet Finder,2025-09-01,2028-08-31,408641.0,35
RUI: Hydra Whole-Body Inversion as an in Vivo Model to Study Extreme Epithelial Deformations,2025-09-01,2028-08-31,443665.0,35
Collaborative Research: MFAI: Mathematical Frontiers of Generative AI,2025-09-01,2028-08-31,200000.0,35
IGE: Track 2: AI-Driven Virtual Teaching Assistant (ViTA) in Medical Biophysics Graduate Education,2025-09-01,2029-08-31,700000.0,47
How Educators and Decision-Makers Reason about Complex Causal Models and the Adoption of Evidence-Based Practices,2025-09-01,2028-08-31,418466.0,35
DMS/NIGMS 1: Developing a mathematical framework to understand viral-cellular transduction for cellular reprogramming,2025-09-01,2028-08-31,500000.0,35
Computer-aided Synthesis and Diversification of a Selective SQR Inhibitor,2025-09-01,2028-08-31,549996.0,35
Collaborative Research: Adaptive Intelligent Healthcare Garment: Advancing Real-Time Monitoring and Behavioral Interventions,2025-09-01,2028-08-31,516998.0,35
MFS-SPEED: Data-Driven Discovery of Oxygen Barrier Materials for Sustainable Packaging,2025-09-01,2028-08-31,1500000.0,35
"Collaborative Research: RUI: Constraining Tropical Hydroclimate Responses to Periods of Abrupt Hydrological Changes Using Cave Deposits, Cave Monitoring, and Model Outputs",2025-09-01,2028-08-31,410124.0,35
Collaborative Research: Seasonal and century-scale climatic and ocean response to deglacial Mississippi River outflow due to Laurentide meltwater,2025-09-01,2028-08-31,82947.0,35
Collaborative Research: HNDS-I: Infrastructure to Study Human-AI Hybrid Interactions with Behavioral Experiments,2025-09-01,2028-08-31,399998.0,35
Collaborative Research: RI: Medium: Using Systematic Relationships and Phonetic Speech Foundation Models for Universal Speech-to-Text across Varieties of Languages,2025-09-01,2029-08-31,377764.0,47
WoU-MMA: Multi-messenger transients from magnetically arrested accretion onto supermassive black hole binaries,2025-09-01,2028-08-31,412671.0,35
CAREER: Impacts of Environmental Filtering versus Species Interactions on Persistence and Coexistence in a Warming World,2025-09-01,2030-08-31,718324.0,59
Research Initiation: Improved Safety Awareness for Future Engineers: Cultivating Safety Attitude among Engineering Graduates,2025-09-01,2027-08-31,199998.0,23
"Collaborative Research: Theory, computation and applications of parameterized solution operator approximation for high-dimensional PDEs",2025-09-01,2028-08-31,100000.0,35
"Collaborative Research: An Incubation Project to Build Generative Artificial Intelligence Approaches for Research, Teaching, and Practice",2025-09-01,2026-08-31,12923.0,11
IRES: Advancing Research on Optimizing Collaborative Human-Mobile Robot Operations for Next-Generation Manufacturing and Service Systems,2025-09-01,2028-08-31,450000.0,35
CAREER: Advancing In Vivo Knowledge and Assessment of Cartilage Material Properties With Quantitative MRI,2025-09-01,2030-08-31,624622.0,59
"RET Site: More than Automotive--Toward a Healthier, Sustainable Society (MATHS2)",2025-09-01,2028-08-31,599821.0,35
Collaborative Research: CCSS: Rethinking Wireless Channel Through the Lens of Radiance Field,2025-09-01,2028-08-31,280000.0,35
ERI: Mechanistic Quantification of Defect-Mediated Crack Initiation and Very High Cycle Fatigue Response in Additive Manufactured Aerospace-Grade Aluminum Nanocomposites,2025-09-01,2027-08-31,149999.0,23
Conference: Ventotene International Workshops VII:Higher Dimensional Hyperbolic Geometry,2025-09-01,2026-08-31,21000.0,11
Collaborative Research: Collaboration Front and Center: Evaluating Interdisciplinary Networks in Research Institutes,2025-09-01,2027-08-31,199845.0,23
